Client_ID;Credit_ID;Agence;Type_Credit;Date_Realisation;Montant_Initial;Duree_Mois;Taux;Assurance;Echeance_Mensuelle
CLI-3701;CRE-3701;Mulhouse;Consommation;2019-12-22;20327;49;5.93;1;515.29
CLI-3702;CRE-3702;Strasbourg;Auto;2022-10-24;39975;66;5.95;0;803.89
CLI-3703;CRE-3703;Colmar;Habitat;2019-07-26;320896;196;3.48;1;2567.82
CLI-3704;CRE-3704;Epinal;Auto;2019-02-19;29679;71;4.78;1;536.24
CLI-3705;CRE-3705;Epinal;Habitat;2020-11-24;174573;269;3.38;0;1140.68
CLI-3706;CRE-3706;Strasbourg;Consommation;2021-05-15;21299;25;5.6;1;951.36
CLI-3707;CRE-3707;Mulhouse;Habitat;2022-09-28;365339;225;3.69;1;2747.15
CLI-3708;CRE-3708;Strasbourg;Consommation;2022-06-24;9154;43;5.68;0;256.21
CLI-3709;CRE-3709;Epinal;Habitat;2022-06-01;160609;181;4.08;1;1433.41
CLI-3710;CRE-3710;Strasbourg;Habitat;2021-08-26;391617;273;3.86;0;2694.2
CLI-3711;CRE-3711;Colmar;Habitat;2020-07-22;349036;289;3.54;1;2237.39
CLI-3712;CRE-3712;Strasbourg;Auto;2021-06-29;33952;66;5.43;1;668.06
CLI-3713;CRE-3713;Epinal;Habitat;2021-03-04;170208;231;3.51;1;1234.69
CLI-3714;CRE-3714;Mulhouse;Auto;2021-01-14;38144;38;4.92;0;1160.18
CLI-3715;CRE-3715;Colmar;Consommation;2020-07-15;13117;20;6.6;1;727.99
CLI-3716;CRE-3716;Colmar;Auto;2020-09-10;21957;62;4.81;0;442.16
CLI-3717;CRE-3717;Colmar;Consommation;2021-10-29;16741;12;5.56;1;1472.65
CLI-3718;CRE-3718;Mulhouse;Habitat;2021-10-31;279961;224;4.11;0;2208.69
CLI-3719;CRE-3719;Colmar;Habitat;2021-01-17;315042;230;3.24;1;2220.36
CLI-3720;CRE-3720;Colmar;Auto;2021-04-09;18463;39;5.13;1;552.34
CLI-3721;CRE-3721;Strasbourg;Consommation;2019-12-12;13912;15;6.74;1;1005.61
CLI-3722;CRE-3722;Colmar;Auto;2019-07-14;20693;56;5.75;1;468.67
CLI-3723;CRE-3723;Epinal;Habitat;2022-04-20;393240;199;3.92;1;3260.66
CLI-3724;CRE-3724;Strasbourg;Consommation;2022-10-03;22662;41;6.44;1;674.35
CLI-3725;CRE-3725;Mulhouse;Habitat;2022-07-22;241050;294;4.07;0;1637.46
CLI-3726;CRE-3726;Mulhouse;Consommation;2022-07-15;17442;47;6.58;1;466.75
CLI-3727;CRE-3727;Epinal;Habitat;2022-03-03;415121;288;3.47;0;2641.78
CLI-3728;CRE-3728;Epinal;Habitat;2021-05-30;176459;190;4.08;1;1528.69
CLI-3729;CRE-3729;Epinal;Habitat;2022-02-01;425917;192;3.65;1;3513.82
CLI-3730;CRE-3730;Colmar;Auto;2022-06-09;37622;82;5.45;1;629.67
CLI-3731;CRE-3731;Strasbourg;Habitat;2021-07-11;156696;195;3.96;1;1320.67
CLI-3732;CRE-3732;Colmar;Habitat;2020-06-20;259406;225;3.39;1;1885.74
CLI-3733;CRE-3733;Epinal;Auto;2020-07-16;24018;39;5.09;1;717.72
CLI-3734;CRE-3734;Epinal;Auto;2019-02-19;32253;69;4.85;1;597.79
CLI-3735;CRE-3735;Colmar;Auto;2019-12-25;32608;74;5.33;0;585.48
CLI-3736;CRE-3736;Epinal;Consommation;2021-02-04;11665;38;6.34;0;368.6
CLI-3737;CRE-3737;Strasbourg;Habitat;2022-02-10;217718;296;4.08;0;1475.77
CLI-3738;CRE-3738;Epinal;Habitat;2022-07-23;244779;267;3.84;1;1700.07
CLI-3739;CRE-3739;Epinal;Habitat;2022-08-22;289246;255;3.8;1;2050.24
CLI-3740;CRE-3740;Strasbourg;Habitat;2022-02-10;343510;279;3.81;0;2321.86
CLI-3741;CRE-3741;Mulhouse;Auto;2021-01-10;22882;57;5.62;1;508.6
CLI-3742;CRE-3742;Strasbourg;Habitat;2019-09-17;442774;222;3.95;0;3451.94
CLI-3743;CRE-3743;Strasbourg;Consommation;2022-04-21;24820;24;7.15;0;1182.05
CLI-3744;CRE-3744;Mulhouse;Auto;2019-03-12;30363;77;5.49;1;533.24
CLI-3745;CRE-3745;Colmar;Habitat;2022-02-21;270578;248;3.62;0;1907.28
CLI-3746;CRE-3746;Colmar;Consommation;2019-10-27;8770;22;7.21;1;451.33
CLI-3747;CRE-3747;Colmar;Auto;2019-02-22;35039;65;5.87;0;710.46
CLI-3748;CRE-3748;Mulhouse;Habitat;2019-04-06;323575;259;3.21;0;2114.89
CLI-3749;CRE-3749;Epinal;Habitat;2021-12-01;254646;284;3.75;1;1692.41
CLI-3750;CRE-3750;Colmar;Habitat;2022-07-03;172364;283;3.34;0;1088.81
CLI-3751;CRE-3751;Epinal;Consommation;2020-11-08;24909;50;5.96;1;621.89
CLI-3752;CRE-3752;Mulhouse;Consommation;2021-02-25;14895;50;7.31;0;388.64
CLI-3753;CRE-3753;Strasbourg;Habitat;2022-06-04;194904;240;3.64;1;1403.31
CLI-3754;CRE-3754;Colmar;Habitat;2022-10-21;352872;238;3.28;1;2447.17
CLI-3755;CRE-3755;Epinal;Habitat;2022-07-20;348603;234;3.97;1;2643.05
CLI-3756;CRE-3756;Colmar;Habitat;2020-03-31;170222;268;4.17;1;1226.68
CLI-3757;CRE-3757;Epinal;Habitat;2019-07-16;160553;250;3.87;1;1160.0
CLI-3758;CRE-3758;Mulhouse;Consommation;2019-04-06;24068;22;5.82;1;1210.73
CLI-3759;CRE-3759;Colmar;Habitat;2021-04-28;151760;224;3.59;1;1131.52
CLI-3760;CRE-3760;Epinal;Habitat;2020-05-09;360912;230;3.62;1;2657.93
CLI-3761;CRE-3761;Epinal;Habitat;2019-04-21;269474;280;3.63;1;1777.57
CLI-3762;CRE-3762;Colmar;Habitat;2019-04-20;151398;299;4.02;1;1013.53
CLI-3763;CRE-3763;Epinal;Consommation;2019-03-22;22412;47;6.07;1;590.22
CLI-3764;CRE-3764;Colmar;Consommation;2020-02-26;23333;53;6.92;1;574.8
CLI-3765;CRE-3765;Colmar;Habitat;2020-09-27;181477;203;3.63;1;1442.94
CLI-3766;CRE-3766;Epinal;Habitat;2021-05-10;241572;227;4.18;1;1905.67
CLI-3767;CRE-3767;Colmar;Auto;2019-12-20;18736;56;5.69;0;423.41
CLI-3768;CRE-3768;Mulhouse;Auto;2020-03-21;39196;37;4.77;1;1215.16
CLI-3769;CRE-3769;Strasbourg;Consommation;2020-04-27;10643;48;5.67;1;272.02
CLI-3770;CRE-3770;Mulhouse;Consommation;2020-02-28;24014;12;6.05;1;2122.24
CLI-3771;CRE-3771;Colmar;Auto;2021-12-18;41301;62;5.49;1;855.1
CLI-3772;CRE-3772;Epinal;Habitat;2021-05-08;246466;230;3.53;1;1796.61
CLI-3773;CRE-3773;Epinal;Habitat;2019-09-19;222407;227;3.78;1;1680.35
CLI-3774;CRE-3774;Mulhouse;Habitat;2022-07-22;426436;243;3.72;1;3076.83
CLI-3775;CRE-3775;Mulhouse;Consommation;2019-09-07;19115;20;7.29;1;1071.87
CLI-3776;CRE-3776;Colmar;Auto;2019-09-15;22024;79;4.85;0;367.8
CLI-3777;CRE-3777;Epinal;Consommation;2021-02-07;7480;57;7.28;1;176.61
CLI-3778;CRE-3778;Colmar;Consommation;2022-08-26;5867;24;6.96;1;278.49
CLI-3779;CRE-3779;Mulhouse;Consommation;2020-12-14;16941;59;6.61;0;380.45
CLI-3780;CRE-3780;Mulhouse;Habitat;2020-12-23;319032;248;3.3;0;2163.76
CLI-3781;CRE-3781;Colmar;Habitat;2019-03-01;265578;191;3.42;1;2147.36
CLI-3782;CRE-3782;Epinal;Habitat;2021-09-15;357955;265;3.37;1;2356.03
CLI-3783;CRE-3783;Mulhouse;Habitat;2020-01-31;248126;278;4.02;1;1723.76
CLI-3784;CRE-3784;Colmar;Habitat;2020-05-09;151225;285;3.41;1;960.35
CLI-3785;CRE-3785;Strasbourg;Habitat;2020-01-09;375378;246;3.64;0;2664.57
CLI-3786;CRE-3786;Strasbourg;Habitat;2022-07-12;203188;290;3.32;1;1262.8
CLI-3787;CRE-3787;Colmar;Consommation;2021-07-20;15508;44;6.41;0;435.29
CLI-3788;CRE-3788;Colmar;Habitat;2019-06-14;336104;271;3.77;1;2296.16
CLI-3789;CRE-3789;Colmar;Habitat;2019-08-30;327612;286;3.79;1;2180.2
CLI-3790;CRE-3790;Strasbourg;Auto;2022-07-29;20976;39;5.52;0;634.34
CLI-3791;CRE-3791;Strasbourg;Auto;2019-05-29;37870;40;5.87;1;1132.0
CLI-3792;CRE-3792;Colmar;Auto;2019-05-12;16597;48;5.21;1;417.83
CLI-3793;CRE-3793;Strasbourg;Habitat;2019-08-04;396623;274;3.44;0;2584.52
CLI-3794;CRE-3794;Epinal;Consommation;2022-11-22;5714;20;7.09;0;319.46
CLI-3795;CRE-3795;Strasbourg;Consommation;2022-06-11;5190;37;5.79;1;165.31
CLI-3796;CRE-3796;Strasbourg;Habitat;2020-11-01;208384;237;3.97;0;1568.66
CLI-3797;CRE-3797;Mulhouse;Consommation;2021-05-19;22780;57;6.45;1;522.09
CLI-3798;CRE-3798;Mulhouse;Consommation;2020-03-05;6188;12;6.97;1;551.61
CLI-3799;CRE-3799;Strasbourg;Habitat;2021-10-27;256011;266;3.61;1;1732.61
CLI-3800;CRE-3800;Strasbourg;Habitat;2020-11-14;441792;248;3.81;1;3184.11
CLI-3801;CRE-3801;Strasbourg;Habitat;2021-05-16;372540;199;3.4;1;2927.59
CLI-3802;CRE-3802;Colmar;Habitat;2019-02-08;282717;249;3.23;1;1896.39
CLI-3803;CRE-3803;Strasbourg;Habitat;2020-11-16;241134;296;3.89;1;1596.32
CLI-3804;CRE-3804;Epinal;Habitat;2021-12-27;281503;196;3.23;1;2193.95
CLI-3805;CRE-3805;Strasbourg;Habitat;2019-11-17;305067;263;3.73;1;2108.2
CLI-3806;CRE-3806;Mulhouse;Habitat;2020-10-26;381627;222;3.16;1;2723.99
CLI-3807;CRE-3807;Colmar;Habitat;2020-06-07;164670;251;3.9;0;1191.23
CLI-3808;CRE-3808;Strasbourg;Consommation;2021-04-06;21384;36;5.88;1;698.78
CLI-3809;CRE-3809;Colmar;Consommation;2019-02-02;15564;59;6.25;1;344.86
CLI-3810;CRE-3810;Strasbourg;Habitat;2021-02-20;200933;281;4.06;1;1394.89
CLI-3811;CRE-3811;Strasbourg;Habitat;2021-05-12;248929;248;4.18;1;1870.85
CLI-3812;CRE-3812;Epinal;Consommation;2021-10-19;5894;53;6.34;1;142.35
CLI-3813;CRE-3813;Mulhouse;Auto;2019-10-17;31916;46;5.01;1;827.08
CLI-3814;CRE-3814;Colmar;Consommation;2021-09-11;10355;30;6.06;1;397.46
CLI-3815;CRE-3815;Mulhouse;Habitat;2019-03-25;178192;228;3.37;0;1281.97
CLI-3816;CRE-3816;Strasbourg;Consommation;2019-06-12;24495;16;6.48;0;1663.21
CLI-3817;CRE-3817;Mulhouse;Consommation;2022-07-15;12403;27;6.31;1;524.59
CLI-3818;CRE-3818;Mulhouse;Habitat;2020-05-24;288613;258;3.77;0;2025.38
CLI-3819;CRE-3819;Strasbourg;Consommation;2021-12-09;7205;16;6.91;1;491.8
CLI-3820;CRE-3820;Colmar;Habitat;2022-11-20;161697;224;3.55;0;1200.22
CLI-3821;CRE-3821;Colmar;Habitat;2020-10-24;394626;197;3.98;1;3312.02
CLI-3822;CRE-3822;Colmar;Habitat;2022-02-10;403092;273;3.19;0;2548.08
CLI-3823;CRE-3823;Strasbourg;Habitat;2021-11-08;296208;243;3.79;1;2154.49
CLI-3824;CRE-3824;Colmar;Consommation;2020-07-25;5399;59;6.82;1;122.19
CLI-3825;CRE-3825;Colmar;Habitat;2020-11-19;403572;262;3.81;1;2821.69
CLI-3826;CRE-3826;Colmar;Auto;2020-10-26;24308;74;4.89;0;427.54
CLI-3827;CRE-3827;Mulhouse;Habitat;2019-12-05;293147;238;3.59;0;2108.71
CLI-3828;CRE-3828;Mulhouse;Habitat;2019-07-02;279987;205;3.72;1;2233.75
CLI-3829;CRE-3829;Epinal;Habitat;2020-07-29;183646;272;4.03;0;1291.91
CLI-3830;CRE-3830;Epinal;Habitat;2022-02-10;416985;180;3.45;0;3515.42
CLI-3831;CRE-3831;Mulhouse;Auto;2019-09-23;18822;52;5.49;1;448.07
CLI-3832;CRE-3832;Strasbourg;Consommation;2019-09-19;17593;49;7.4;1;467.53
CLI-3833;CRE-3833;Colmar;Consommation;2019-04-25;15070;43;6.06;1;426.57
CLI-3834;CRE-3834;Strasbourg;Consommation;2021-06-15;16580;51;5.77;0;404.82
CLI-3835;CRE-3835;Strasbourg;Habitat;2022-05-25;263205;261;4.03;1;1892.38
CLI-3836;CRE-3836;Colmar;Habitat;2021-12-29;389993;297;3.64;1;2496.09
CLI-3837;CRE-3837;Strasbourg;Auto;2021-05-03;26293;66;5.5;1;518.89
CLI-3838;CRE-3838;Colmar;Habitat;2021-04-07;414210;279;3.51;1;2696.19
CLI-3839;CRE-3839;Strasbourg;Consommation;2020-07-18;6724;47;5.9;1;176.12
CLI-3840;CRE-3840;Strasbourg;Habitat;2020-01-13;338750;201;3.5;0;2673.34
CLI-3841;CRE-3841;Strasbourg;Habitat;2019-09-04;244647;238;4.21;0;1886.23
CLI-3842;CRE-3842;Mulhouse;Consommation;2020-12-24;16372;54;7.04;1;399.23
CLI-3843;CRE-3843;Strasbourg;Auto;2021-06-10;41863;77;5.45;1;733.8
CLI-3844;CRE-3844;Mulhouse;Consommation;2021-09-18;14673;13;5.58;0;1196.92
CLI-3845;CRE-3845;Epinal;Habitat;2019-08-03;400361;200;3.1;1;3036.07
CLI-3846;CRE-3846;Strasbourg;Habitat;2021-09-18;381893;281;3.55;0;2488.82
CLI-3847;CRE-3847;Colmar;Habitat;2021-11-14;301066;237;3.64;1;2183.55
CLI-3848;CRE-3848;Mulhouse;Habitat;2022-09-29;433753;210;3.16;1;3207.71
CLI-3849;CRE-3849;Colmar;Habitat;2019-03-29;253659;192;3.99;1;2164.56
CLI-3850;CRE-3850;Mulhouse;Habitat;2021-09-28;315597;288;3.55;0;2029.46
CLI-3851;CRE-3851;Mulhouse;Habitat;2020-04-21;184039;290;3.82;1;1220.47
CLI-3852;CRE-3852;Colmar;Habitat;2021-05-26;391111;235;3.43;1;2782.23
CLI-3853;CRE-3853;Epinal;Consommation;2021-12-08;18162;30;6.16;0;698.63
CLI-3854;CRE-3854;Colmar;Auto;2020-09-29;32826;42;5.32;0;927.1
CLI-3855;CRE-3855;Epinal;Habitat;2020-01-26;244653;213;3.63;1;1888.68
CLI-3856;CRE-3856;Colmar;Habitat;2021-04-10;232655;194;3.98;0;1970.89
CLI-3857;CRE-3857;Strasbourg;Habitat;2021-12-04;427168;288;3.99;1;2903.56
CLI-3858;CRE-3858;Strasbourg;Habitat;2019-02-13;437039;226;3.49;0;3204.86
CLI-3859;CRE-3859;Colmar;Habitat;2021-11-22;247084;213;3.31;1;1841.56
CLI-3860;CRE-3860;Mulhouse;Consommation;2022-04-02;24948;53;6.35;1;602.73
CLI-3861;CRE-3861;Colmar;Habitat;2020-04-20;215287;201;3.92;0;1774.35
CLI-3862;CRE-3862;Epinal;Auto;2019-09-25;20073;37;4.94;1;625.15
CLI-3863;CRE-3863;Epinal;Consommation;2020-11-06;5436;19;7.33;1;319.31
CLI-3864;CRE-3864;Mulhouse;Consommation;2021-12-02;17989;58;5.88;1;398.3
CLI-3865;CRE-3865;Strasbourg;Habitat;2019-09-04;203335;180;4.06;1;1817.59
CLI-3866;CRE-3866;Mulhouse;Habitat;2021-12-10;419712;281;3.23;1;2623.36
CLI-3867;CRE-3867;Mulhouse;Consommation;2019-10-06;12293;52;6.45;1;302.48
CLI-3868;CRE-3868;Mulhouse;Consommation;2022-05-11;13312;54;5.99;1;312.97
CLI-3869;CRE-3869;Strasbourg;Auto;2021-08-19;19085;57;5.48;0;421.98
CLI-3870;CRE-3870;Strasbourg;Auto;2022-07-09;15327;41;5.3;0;441.52
CLI-3871;CRE-3871;Epinal;Habitat;2020-04-11;372122;183;3.25;0;3041.28
CLI-3872;CRE-3872;Mulhouse;Habitat;2022-02-22;209510;294;3.4;1;1306.23
CLI-3873;CRE-3873;Mulhouse;Habitat;2022-03-10;447757;256;3.88;1;3196.8
CLI-3874;CRE-3874;Strasbourg;Habitat;2020-05-06;182046;244;3.35;1;1254.3
CLI-3875;CRE-3875;Colmar;Consommation;2020-02-11;6029;44;5.98;0;167.07
CLI-3876;CRE-3876;Mulhouse;Habitat;2020-07-25;312606;223;3.36;0;2277.12
CLI-3877;CRE-3877;Strasbourg;Auto;2019-06-08;37974;36;5.77;1;1237.42
CLI-3878;CRE-3878;Epinal;Consommation;2020-07-09;12821;36;6.91;1;429.97
CLI-3879;CRE-3879;Mulhouse;Habitat;2021-10-17;201202;207;4.05;1;1651.05
CLI-3880;CRE-3880;Strasbourg;Consommation;2019-02-08;15675;35;5.99;1;526.1
CLI-3881;CRE-3881;Strasbourg;Consommation;2021-03-01;21913;26;6.15;0;955.11
CLI-3882;CRE-3882;Mulhouse;Auto;2021-10-09;30661;61;5.35;0;639.34
CLI-3883;CRE-3883;Epinal;Habitat;2020-09-01;290514;265;3.42;0;1924.24
CLI-3884;CRE-3884;Strasbourg;Consommation;2020-04-17;15379;24;7.21;1;733.19
CLI-3885;CRE-3885;Epinal;Habitat;2019-05-29;414854;258;3.59;1;2849.07
CLI-3886;CRE-3886;Epinal;Habitat;2020-05-24;322234;285;3.84;0;2161.79
CLI-3887;CRE-3887;Mulhouse;Habitat;2022-09-05;340303;279;3.15;0;2113.02
CLI-3888;CRE-3888;Epinal;Habitat;2022-04-12;378321;232;3.57;1;2756.2
CLI-3889;CRE-3889;Strasbourg;Habitat;2021-10-18;261340;200;3.46;0;2060.23
CLI-3890;CRE-3890;Epinal;Habitat;2019-08-08;207040;181;3.35;1;1721.85
CLI-3891;CRE-3891;Epinal;Consommation;2021-07-21;11507;18;5.83;1;695.18
CLI-3892;CRE-3892;Epinal;Habitat;2021-04-18;288820;231;3.95;1;2201.0
CLI-3893;CRE-3893;Mulhouse;Auto;2019-06-27;39635;60;5.14;0;830.35
CLI-3894;CRE-3894;Epinal;Auto;2019-10-09;25407;79;4.9;0;425.35
CLI-3895;CRE-3895;Epinal;Consommation;2022-07-30;14952;29;5.53;1;584.49
CLI-3896;CRE-3896;Epinal;Habitat;2020-01-21;365004;191;3.47;1;2966.49
CLI-3897;CRE-3897;Mulhouse;Habitat;2021-12-01;212453;291;4.07;1;1450.65
CLI-3898;CRE-3898;Strasbourg;Auto;2019-03-12;15902;74;4.83;0;278.9
CLI-3899;CRE-3899;Mulhouse;Habitat;2019-05-08;327634;274;3.83;1;2241.44
CLI-3900;CRE-3900;Mulhouse;Consommation;2019-07-06;15524;56;6.59;1;362.47
CLI-3901;CRE-3901;Colmar;Habitat;2019-07-24;231310;181;3.97;1;2043.21
CLI-3902;CRE-3902;Epinal;Habitat;2020-01-23;367744;223;3.11;1;2602.15
CLI-3903;CRE-3903;Colmar;Habitat;2022-10-30;421398;267;3.37;1;2761.7
CLI-3904;CRE-3904;Epinal;Habitat;2022-10-28;184469;277;3.77;1;1245.49
CLI-3905;CRE-3905;Epinal;Consommation;2019-07-22;23742;46;7.3;1;660.56
CLI-3906;CRE-3906;Epinal;Habitat;2019-08-09;227632;260;3.74;1;1584.96
CLI-3907;CRE-3907;Strasbourg;Consommation;2021-04-16;21986;32;6.23;0;801.21
CLI-3908;CRE-3908;Colmar;Habitat;2020-06-22;236713;277;3.43;1;1531.16
CLI-3909;CRE-3909;Strasbourg;Auto;2021-07-27;31966;46;5.47;0;840.62
CLI-3910;CRE-3910;Strasbourg;Habitat;2021-01-07;254893;292;3.24;0;1561.13
CLI-3911;CRE-3911;Epinal;Habitat;2022-09-01;162819;277;3.62;1;1078.96
CLI-3912;CRE-3912;Colmar;Habitat;2020-09-19;202544;209;3.99;1;1642.57
CLI-3913;CRE-3913;Strasbourg;Habitat;2020-04-29;178207;202;4.18;1;1502.97
CLI-3914;CRE-3914;Mulhouse;Habitat;2020-09-17;209476;232;4.04;1;1608.15
CLI-3915;CRE-3915;Mulhouse;Consommation;2019-04-24;16678;25;5.72;1;746.62
CLI-3916;CRE-3916;Mulhouse;Auto;2021-11-19;30018;63;5.69;0;618.81
CLI-3917;CRE-3917;Strasbourg;Consommation;2022-06-03;8716;15;7.48;0;635.4
CLI-3918;CRE-3918;Epinal;Habitat;2020-12-12;360057;212;3.19;1;2655.53
CLI-3919;CRE-3919;Strasbourg;Habitat;2022-09-14;281330;278;4.03;1;1956.78
CLI-3920;CRE-3920;Mulhouse;Auto;2021-01-22;28236;37;5.17;1;884.79
CLI-3921;CRE-3921;Strasbourg;Consommation;2019-07-14;7432;39;5.73;1;226.05
CLI-3922;CRE-3922;Colmar;Auto;2021-08-11;32323;56;5.49;1;725.07
CLI-3923;CRE-3923;Strasbourg;Habitat;2021-01-12;336686;298;3.75;0;2181.96
CLI-3924;CRE-3924;Colmar;Habitat;2020-02-24;445543;246;3.79;1;3218.32
CLI-3925;CRE-3925;Strasbourg;Habitat;2020-01-02;180407;267;3.48;1;1198.86
CLI-3926;CRE-3926;Strasbourg;Habitat;2020-05-11;168400;235;3.37;1;1189.52
CLI-3927;CRE-3927;Mulhouse;Habitat;2021-08-12;206445;188;3.41;1;1684.76
CLI-3928;CRE-3928;Epinal;Habitat;2021-12-19;423204;185;3.18;1;3409.08
CLI-3929;CRE-3929;Epinal;Consommation;2022-05-01;23404;39;5.78;1;712.83
CLI-3930;CRE-3930;Strasbourg;Consommation;2019-02-03;13113;28;6.84;1;543.07
CLI-3931;CRE-3931;Strasbourg;Auto;2019-08-27;43348;59;5.64;1;938.45
CLI-3932;CRE-3932;Colmar;Consommation;2021-04-07;9935;57;7.11;1;233.16
CLI-3933;CRE-3933;Strasbourg;Habitat;2019-06-20;339077;252;3.52;1;2340.17
CLI-3934;CRE-3934;Epinal;Habitat;2021-10-20;290188;271;3.83;1;1996.99
CLI-3935;CRE-3935;Epinal;Consommation;2021-07-10;23143;48;5.61;1;590.34
CLI-3936;CRE-3936;Colmar;Habitat;2021-03-18;156147;202;4.15;0;1313.01
CLI-3937;CRE-3937;Epinal;Habitat;2021-02-20;253752;256;3.89;1;1813.8
CLI-3938;CRE-3938;Strasbourg;Consommation;2019-11-14;13455;15;5.67;1;960.57
CLI-3939;CRE-3939;Mulhouse;Auto;2020-04-04;34646;80;5.12;0;580.9
CLI-3940;CRE-3940;Colmar;Consommation;2021-10-06;13360;16;7.38;1;917.16
CLI-3941;CRE-3941;Mulhouse;Auto;2019-04-19;35308;44;4.84;0;944.86
CLI-3942;CRE-3942;Strasbourg;Habitat;2022-05-04;313261;279;3.74;0;2099.13
CLI-3943;CRE-3943;Colmar;Habitat;2022-05-15;314674;195;3.63;1;2565.6
CLI-3944;CRE-3944;Colmar;Habitat;2019-09-15;153935;294;3.64;1;990.52
CLI-3945;CRE-3945;Epinal;Auto;2019-12-28;35189;48;5.29;1;888.23
CLI-3946;CRE-3946;Mulhouse;Habitat;2021-05-05;304544;241;3.88;1;2248.36
CLI-3947;CRE-3947;Epinal;Consommation;2019-11-07;8690;39;7.01;1;273.58
CLI-3948;CRE-3948;Strasbourg;Habitat;2021-12-05;337130;251;3.75;1;2396.68
CLI-3949;CRE-3949;Epinal;Habitat;2020-05-11;325488;217;3.54;1;2460.13
CLI-3950;CRE-3950;Epinal;Habitat;2021-06-02;428703;254;3.6;1;2973.92
CLI-3951;CRE-3951;Epinal;Auto;2019-12-22;24245;68;5.18;1;461.2
CLI-3952;CRE-3952;Strasbourg;Habitat;2021-07-25;351327;244;3.43;1;2444.07
CLI-3953;CRE-3953;Epinal;Consommation;2021-07-25;11172;54;6.31;0;265.63
CLI-3954;CRE-3954;Colmar;Habitat;2021-04-24;167919;298;3.52;0;1056.05
CLI-3955;CRE-3955;Colmar;Habitat;2020-11-18;381812;189;3.13;0;3016.06
CLI-3956;CRE-3956;Mulhouse;Auto;2022-05-08;22279;79;5.23;0;379.11
CLI-3957;CRE-3957;Strasbourg;Auto;2022-04-02;23545;57;5.46;1;520.2
CLI-3958;CRE-3958;Colmar;Habitat;2022-09-14;355899;230;3.21;0;2499.42
CLI-3959;CRE-3959;Colmar;Habitat;2022-06-12;160139;243;3.84;1;1171.45
CLI-3960;CRE-3960;Colmar;Habitat;2020-12-06;299976;257;3.36;0;2007.15
CLI-3961;CRE-3961;Strasbourg;Auto;2019-12-11;17504;72;5.28;1;320.13
CLI-3962;CRE-3962;Mulhouse;Habitat;2022-04-12;270469;186;4.17;0;2394.01
CLI-3963;CRE-3963;Colmar;Habitat;2021-07-02;277462;243;4.14;1;2099.06
CLI-3964;CRE-3964;Epinal;Habitat;2019-08-26;150592;268;4.16;0;1083.96
CLI-3965;CRE-3965;Epinal;Habitat;2022-06-30;232566;244;3.6;1;1650.84
CLI-3966;CRE-3966;Strasbourg;Consommation;2019-09-03;23034;17;6.05;0;1471.07
CLI-3967;CRE-3967;Colmar;Habitat;2021-03-15;222654;295;4.2;1;1534.05
CLI-3968;CRE-3968;Colmar;Auto;2022-06-27;30471;76;5.02;1;528.4
CLI-3969;CRE-3969;Mulhouse;Auto;2021-10-17;20794;71;4.93;0;378.3
CLI-3970;CRE-3970;Epinal;Habitat;2020-05-24;176573;198;3.95;1;1473.0
CLI-3971;CRE-3971;Strasbourg;Consommation;2021-08-30;19601;23;6.7;0;961.66
CLI-3972;CRE-3972;Epinal;Habitat;2019-08-26;421322;187;3.8;0;3587.25
CLI-3973;CRE-3973;Epinal;Habitat;2020-11-02;179069;271;3.75;1;1220.36
CLI-3974;CRE-3974;Strasbourg;Habitat;2022-07-25;441998;251;3.47;1;3039.06
CLI-3975;CRE-3975;Colmar;Consommation;2021-01-07;7110;41;6.55;0;212.22
CLI-3976;CRE-3976;Epinal;Auto;2022-07-17;37789;37;5.1;1;1181.93
CLI-3977;CRE-3977;Mulhouse;Habitat;2021-03-26;226222;241;4.02;1;1696.52
CLI-3978;CRE-3978;Epinal;Consommation;2022-06-15;24000;58;7.47;0;563.19
CLI-3979;CRE-3979;Epinal;Habitat;2021-05-27;172918;269;3.56;0;1155.81
CLI-3980;CRE-3980;Colmar;Habitat;2021-09-05;263990;229;3.6;0;1944.76
CLI-3981;CRE-3981;Mulhouse;Consommation;2021-08-15;16555;16;5.67;1;1112.91
CLI-3982;CRE-3982;Strasbourg;Habitat;2022-08-18;431383;205;3.08;1;3211.52
CLI-3983;CRE-3983;Mulhouse;Habitat;2021-09-30;341934;198;3.85;1;2823.98
CLI-3984;CRE-3984;Colmar;Consommation;2020-09-26;18265;14;5.8;0;1392.92
CLI-3985;CRE-3985;Colmar;Consommation;2020-01-11;10786;55;5.83;1;248.51
CLI-3986;CRE-3986;Mulhouse;Auto;2019-05-21;18683;78;5.46;1;324.53
CLI-3987;CRE-3987;Mulhouse;Consommation;2020-07-11;6452;48;6.73;1;170.6
CLI-3988;CRE-3988;Colmar;Consommation;2019-03-01;14372;30;7.26;1;566.02
CLI-3989;CRE-3989;Colmar;Habitat;2022-05-13;216524;282;3.99;1;1487.76
CLI-3990;CRE-3990;Mulhouse;Consommation;2022-07-02;8471;57;5.86;1;189.98
CLI-3991;CRE-3991;Colmar;Habitat;2020-05-04;254422;248;4.21;1;1918.49
CLI-3992;CRE-3992;Mulhouse;Habitat;2020-11-17;256310;296;3.73;0;1662.61
CLI-3993;CRE-3993;Mulhouse;Auto;2019-06-24;39324;55;5.55;1;896.86
